query,date,age,gender
weber_mt_rubin_lh_maki_pm_2013_cognition_in_perimenopause_the_effect_of_transition_stage_menopause_20_5_5117,20211202,NULL,NULL
sore_nipples_menopause,20210503,65Plus,Female
sore_nipples_menopause,20210503,65Plus,Female
why_is_perimenopause_still_such,20210503,NULL,NULL
why_perimenopause_such_mystery,20210503,NULL,NULL
why_perimenopause_mystery,20210503,NULL,NULL
why_is_perimenopause_such,20210503,NULL,NULL
why_perimenopause_still_mystery,20210503,35to44,Male
why_perimenopause_still_such,20210503,NULL,NULL
why_is_perimenopause_such_mystery,20210503,NULL,NULL
why_perimenopause_still_mystery,20210503,NULL,NULL
why_perimenopause_still_such_mystery,20210503,NULL,NULL
why_perimenopause_such_mystery,20210503,NULL,NULL
why_is_perimenopause_still_such,20210503,NULL,NULL
what_is_peri_menopause,20210712,NULL,NULL
what_is_peri_menopause,20210712,NULL,NULL
sage_tablets_for_the_menopause,20210712,45to54,Female
sage_tablets_for_the_menopause,20210712,45to54,Female
dr_menopause,20211024,NULL,NULL
dr_menopause,20211024,NULL,NULL
menopause_mood_swings,20210802,NULL,NULL
menopause_mood_swings,20210802,NULL,NULL
menopause_mood_swings,20210830,45to54,Female
menopause_mood_swings,20210830,45to54,Female
menopause_acne_treatment,20210912,NULL,NULL
london_menopause_clinic,20210512,NULL,NULL
london_menopause_clinic,20210512,NULL,NULL
london_menopause_clinic,20210518,NULL,NULL
london_menopause_clinic,20210518,NULL,NULL
princeton_menopause,20210730,NULL,NULL
menopause_princeton,20210730,NULL,NULL
perimenopause_still_such_mystery,20210502,NULL,NULL
perimenopause_still_mystery,20210503,NULL,NULL
perimenopause_still_such_mystery,20210503,NULL,NULL
post_menopause_supplements,20210503,45to54,Female
post_menopause_supplements,20210503,45to54,Female
is_it_normal_to_only_bleed_for_a_couple_of_days_during_menopause,20211026,NULL,NULL
dr_meyer_menopause,20210820,NULL,NULL
dr_meyer_menopause,20210820,NULL,NULL
peri_menopause,20210724,65Plus,Male
menopause_spire,20220125,NULL,NULL
menopause_spire,20220125,NULL,NULL
vaginal_pain_during_menopause,20220125,NULL,NULL
vaginal_pain_during_menopause,20220125,NULL,NULL
why_is_perimenopause_such_mystery,20220125,NULL,NULL
why_is_perimenopause_still_such,20220125,NULL,NULL
london_pms_and_menopause_centre,20210427,55to64,Female
london_pms_and_menopause_centre,20210427,55to64,Female
holland_and_barrett_menopause_tablets,20210515,NULL,NULL
holland_and_barrett_menopause_tablets,20210515,NULL,NULL
pfizer_vaccine_and_menopause,20210524,NULL,NULL
pfizer_vaccine_and_menopause,20210524,NULL,NULL
vaginal_discharge_after_menopause,20210529,NULL,NULL
vaginal_discharge_after_menopause,20210529,NULL,NULL
perimenopause_age_range,20210427,NULL,NULL
perimenopause_age_range,20210427,NULL,NULL
pantene_menopause_shampoo,20211012,45to54,Female
pantene_menopause_shampoo,20211012,45to54,Female
menopause_night_sweats,20210612,NULL,NULL
menopause_night_sweats,20210612,NULL,NULL
menopause_plano,20211111,NULL,NULL
princeton_menopause,20211111,NULL,NULL
menopause_princeton,20211111,NULL,NULL
saperstein_j_jiang_xuezhi_schnatz_pf_2018_reflections_on_education_about_menopause_connecticut_medicine_82_4345,20211111,NULL,NULL
saperstein_j_jiang_xuezhi_schnatz_pf_2018_reflections_on_education_about_menopause_connecticut_medicine_82_4345,20211111,NULL,NULL
why_is_perimenopause_still_such,20210506,NULL,NULL
why_is_perimenopause_still,20210506,NULL,NULL
why_is_perimenopause_still_mystery,20210506,NULL,NULL
sage_tablets_for_the_menopause,20210713,NULL,NULL
sage_tablets_for_the_menopause,20210713,NULL,NULL
biocare_menopause,20220103,45to54,Female
biocare_menopause,20220103,45to54,Female
brain_fog_menopause,20220103,NULL,NULL
menopause_online_test,20220112,65Plus,Female
menopause_musical,20220112,NULL,NULL
menopause_online_test,20220112,55to64,Male
menopause_musical,20220112,NULL,NULL
menopause_online_test,20220112,55to64,Male
a_vogel_menopause_support,20210824,NULL,NULL
a_vogel_menopause_support,20210824,NULL,NULL
spring_valley_menopause,20210508,NULL,NULL
vaginal_bleeding_after_menopause,20210508,NULL,NULL
vaginal_bleeding_after_menopause,20210508,NULL,NULL
hrt_and_perimenopause,20210503,NULL,NULL
hrt_and_perimenopause,20210503,NULL,NULL
why_modern_overlooking_menopause,20210416,65Plus,Male
why_modern_medicine_keeps_menopause,20210416,65Plus,Male
perimenopause_still_such_mystery,20210429,25to34,Male
perimenopause_still_such_mystery,20210429,NULL,NULL
perimenopause_still_such_mystery,20210429,NULL,NULL
perimenopause_still_such_mystery,20210429,NULL,NULL
weight_gain_and_menopause,20210722,NULL,NULL
wendy_sweet_menopause,20211024,55to64,Female
wendy_sweet_menopause,20211024,55to64,Female
sore_nipples_menopause,20210516,NULL,NULL
dr_louise_newson_menopause_expert,20210824,NULL,NULL
why_do_women_put_on_weight_after_menopause,20211124,45to54,Female
why_do_women_put_on_weight_after_menopause,20211124,45to54,Female
sage_tablets_for_the_menopause,20210719,45to54,Female
sage_tablets_for_the_menopause,20210719,45to54,Female
beat_the_menopause,20210819,NULL,NULL
beat_the_menopause,20210819,NULL,NULL
brain_fog_menopause,20220104,NULL,NULL
vaginal_discharge_after_menopause,20210806,NULL,NULL
vaginal_discharge_after_menopause,20210806,NULL,NULL
menopause_monroe,20210806,NULL,NULL
murray_hill_menopause,20210806,NULL,NULL
peri_menopause_symptoms,20210806,NULL,NULL
peri_menopause_symptoms,20210806,NULL,NULL
what_happens_to_our_archetypes_when_we_are_no_longer_cycling_in_our_monthly_periods_and_are_in_menopause,20211105,NULL,NULL
why_perimenopause_still,20220116,NULL,NULL
why_perimenopause_still_mystery,20220116,45to54,Male
why_perimenopause_still_such,20220116,NULL,NULL
why_is_perimenopause_such_mystery,20220116,NULL,NULL
why_perimenopause_still_such,20220116,NULL,NULL
why_perimenopause_such_mystery,20220116,NULL,NULL
why_is_perimenopause_such,20220116,45to54,Male
why_is_perimenopause_such_mystery,20220116,NULL,NULL
why_is_perimenopause_still,20220116,NULL,NULL
why_perimenopause_such_mystery,20220116,45to54,Male
why_is_perimenopause_such_mystery,20220116,NULL,NULL
why_perimenopause_still_such_mystery,20220116,NULL,NULL
why_perimenopause_such,20220116,NULL,NULL
why_is_perimenopause_such,20220116,NULL,NULL
why_is_perimenopause_such,20220116,NULL,NULL
why_perimenopause_such,20220116,45to54,Male
why_is_perimenopause_still_such_mystery,20220116,NULL,NULL
vaginal_discharge_after_menopause,20210826,NULL,NULL
vaginal_discharge_after_menopause,20210826,NULL,NULL
vaginal_discharge_after_menopause,20220108,NULL,NULL
vaginal_discharge_after_menopause,20220108,NULL,NULL
sage_tablets_for_the_menopause,20210603,NULL,NULL
sage_tablets_for_the_menopause,20210603,NULL,NULL
nike_tech_fleece_full_zip_hoodie_menopause,20211130,NULL,NULL
vaginal_discharge_after_menopause,20210504,NULL,NULL
vaginal_discharge_after_menopause,20210504,NULL,NULL
why_is_perimenopause_such_mystery,20210504,NULL,NULL
why_perimenopause_still_such,20210504,25to34,-1
why_is_perimenopause_still_such,20210504,25to34,-1
why_is_perimenopause_still_such_mystery,20210504,NULL,NULL
why_is_perimenopause_still_such_mystery,20210504,25to34,-1
elk_grove_village_menopause,20210522,NULL,NULL
stockton_menopause,20211119,NULL,NULL
davidson_perimenopause,20211216,NULL,NULL
vaginal_discharge_after_menopause,20211014,35to44,Female
sore_nipples_menopause_symptoms,20211012,45to54,Female
sore_nipples_menopause_symptoms,20211012,45to54,Female
gold_standard_menopause_treatment_for_women,20211124,NULL,NULL
sage_leaf_for_menopause,20210916,45to54,Female
sage_leaf_for_menopause,20210916,45to54,Female
companies_house_menopause_academy,20210711,NULL,NULL
companies_house_menopause_academy,20210711,NULL,NULL
vaginal_discharge_after_menopause,20211227,NULL,NULL
vaginal_discharge_after_menopause,20211227,NULL,NULL
post_menopause_will_my_migraines_go_away_and_come_back,20220125,NULL,NULL
post_menopause_will_my_migraines_go_away_and_come_back,20220125,NULL,NULL
vaginal_bleed_after_menopause,20210521,NULL,NULL
vaginal_bleed_after_menopause,20210521,NULL,NULL
menopause_night_sweats,20211002,NULL,NULL
menopause_night_sweats,20211002,NULL,NULL
nutrition_fx_menopause_3,20220121,NULL,NULL
nutrition_fx_menopause_3,20220121,NULL,NULL
vogel_menopause_support,20210424,55to64,Male
vogel_menopause_support,20210424,55to64,Male
nexplanon_implant_and_menopause,20210523,NULL,NULL
nexplanon_implant_and_menopause,20210523,NULL,NULL
mood_swings_perimenopause,20210611,NULL,NULL
mood_swings_perimenopause,20210611,NULL,NULL
vaginal_dryness_after_menopause,20210522,NULL,NULL
vaginal_dryness_after_menopause,20210522,NULL,NULL
perimenopause_still_such_mystery,20210505,NULL,NULL
a_vogel_menopause_support,20220115,55to64,Female
a_vogel_menopause_support,20220115,55to64,Female
elk_grove_village_menopause,20210709,NULL,NULL
superfit_after_menopause,20220113,65Plus,Male
vaginal_bleeding_after_menopause,20220113,NULL,NULL
vaginal_bleeding_after_menopause,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,55to64,-1
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,25to34,Male
why_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,25to34,Male
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,18to24,Male
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,35to44,-1
why_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_such,20220113,18to24,Male
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_such,20220113,18to24,Male
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,25to34,Male
why_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,25to34,Female
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,18to24,Male
why_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,35to44,Male
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,35to44,Male
why_is_perimenopause,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_perimenopause_such,20220113,55to64,Female
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,45to54,Male
why_is_perimenopause,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,55to64,Male
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,45to54,Male
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,18to24,Male
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_such,20220113,18to24,Female
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_mystery,20220113,25to34,Female
why_perimenopause_such,20220113,45to54,Male
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,55to64,Female
why_is_perimenopause_such,20220113,25to34,Male
why_is_perimenopause_such,20220113,45to54,Male
why_is_perimenopause_still_such,20220113,45to54,Male
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,45to54,Male
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,55to64,-1
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause,20220113,35to44,Female
why_is_perimenopause,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,45to54,Male
why_perimenopause_such,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,18to24,Female
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,35to44,Female
why_perimenopause_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,25to34,Female
why_perimenopause,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_such,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,35to44,-1
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_perimenopause_still,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_perimenopause_such_mystery,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_is_perimenopause_such_mystery,20220113,35to44,Female
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_such,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_mystery,20220113,NULL,NULL
why_is_perimenopause,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
why_is_perimenopause_still_mystery,20220113,18to24,Male
why_perimenopause_still_mystery,20220113,NULL,NULL
why_perimenopause_still_such_mystery,20220113,NULL,NULL
